mean_val_loss1, mean_sub_loss1, mean_val_loss2, mean_sub_loss_2
1.6928169936220943, 3.09976489305045, 1.6164953806724702, 3.129177795461842
1.6729685313999745, 3.021141335503644, 1.581258405630908, 3.0158779409960417
1.7341870897049179, 3.1338477376354232, 1.6449584984597707, 3.1671996620316953
1.7730293312526004, 3.200554177176329, 1.7380589040346346, 3.337290527108641
1.7062153465276044, 3.1383226623970026, 1.5942390786955176, 3.1549448357628633
1.6960327534430426, 3.1064245247412754, 1.6267540249324457, 3.0966754810947137
1.684807253341189, 3.0477996762318025, 1.5730458129810985, 3.038404883536519
1.6698372526192178, 3.0354081345267514, 1.5767155472732746, 3.040007577823772
1.6887289959392011, 3.0778261869931476, 1.615941554615537, 3.104185815811029
1.656964883021816, 2.995112522478946, 1.5495745878697158, 2.9912164492290345
1.661245379601885, 2.9991440376363694, 1.5635535850272237, 2.9987912119421827
1.6554453093153234, 2.9829356748623073, 1.5509263423050992, 2.9815077932328076
1.6719906221350274, 3.029281461311776, 1.590909074209324, 3.04431374708608
1.6261376180246883, 2.934667820009385, 1.5052868096493364, 2.9598662168224985
1.6224857422461572, 2.923218858201891, 1.501872744108214, 2.957314307818476
1.681183111977814, 3.044660709382403, 1.589453794007092, 3.0443402862702382
1.6270220676758, 2.9359463845022566, 1.505996574105975, 2.960060989241173
1.6831733156741517, 3.045471167972774, 1.585957809689168, 3.0368394156288776
1.6983577114683335, 3.0691224281897855, 1.6078668898891273, 3.0901609573855175
1.6798999544863047, 3.059132003065099, 1.588493159713999, 3.0647923227715337
1.7104085449636206, 3.1228921892918575, 1.6583901640112395, 3.168314359992941
1.6296247234486667, 2.9419596952568807, 1.5075007744933921, 2.9607839774730254
1.631835413250737, 2.9540796112823666, 1.5138098830046256, 2.9689065913860775
1.6765988527917381, 3.038706849244744, 1.5714165087354999, 3.0284912241885587
1.6758718727364987, 3.0522704849936018, 1.5910239838821305, 3.0729555163133564
1.7050742339647, 3.072108492552732, 1.6135546188995846, 3.0923048200911656
1.6724707384987427, 3.0346094134529253, 1.5664118927540505, 3.0281684451006443
1.6603878944094044, 3.0107949073411913, 1.5590620593932967, 2.994853721281275
1.626592523209878, 2.9413746850448836, 1.507873830794223, 2.967647531690333
1.674627935142343, 3.0372193929592317, 1.5831969168809121, 3.041268950084316
1.668525787625344, 3.017066592866481, 1.5820680001347742, 3.0376005999304265
1.6249271899886977, 2.9308677764549387, 1.5044692105956678, 2.960071593903598
1.6773990230487932, 3.040620904138871, 1.5727154537094903, 3.023226824670341
1.691713438189828, 3.0631335417569625, 1.5860848464674921, 3.056063495233395
1.6200286051031072, 2.9191502765702384, 1.5000018879079042, 2.9591894043694427
1.6661145063750384, 3.016522770240332, 1.5750430742582022, 3.0069361899560993
1.6776119136156882, 3.0356276838211538, 1.575752639105677, 3.0309711738452734
1.6782751760819408, 3.0349905345682813, 1.5791412951882386, 3.024782655348761
1.6790339412466682, 3.0410500687424267, 1.5863521630428745, 3.0361952830931243
1.6181434226573508, 2.9236528165156876, 1.5032179467953368, 2.9638603450846195
1.708093705050262, 3.0954038608643266, 1.6074554078792784, 3.0929751053650447
1.6686371595043046, 3.035083359093838, 1.5644695710665253, 3.0318738099413456
1.6664629957843904, 3.0315565312051937, 1.5638219567285128, 3.029635294372111
1.6389058160288321, 2.972243737134002, 1.5232148857956154, 2.973959478965104
1.6594502912184421, 2.9961214923247486, 1.560567214983458, 2.9929652180786923
1.6582777964690767, 3.015178494300182, 1.5547343539210068, 3.0114390815190104
1.6125072244928678, 2.9046125335121324, 1.491726890350024, 2.9590873338853734
1.688573829179216, 3.084644914083531, 1.604494788095111, 3.1073719156485486
1.663987520752916, 3.0227698570984174, 1.5591764586770203, 3.0161077861683183
1.6840413779986798, 3.0804332235244885, 1.5934981658962595, 3.085228123190293
