cfips,val_loss,sub_loss
1001,0.5537673056078176,0.2901307755848337
1003,1.0974195399085152,3.6511831915749102
1005,1.8828722540692178,1.3846363188183424
1007,2.7840166399882587,3.32187867476995
1009,0.07405513294855602,0.49218324711336936
1011,1.1152571235632471,4.503945484734533
1013,3.0385431810004873,6.360914524598152
1015,0.05581357068109251,0.4470209411384574
1017,1.9001180684609635,5.627420845210961
1019,1.046065745471569,1.406787898005854
1021,2.6695312758919894,1.2274130510822532
1023,1.362106966255864,0.8790942731643098
1025,1.7950829482074593,1.5061265867774694
1027,1.9172263582785989,4.0648140442680205
1029,0.8311330013302252,0.8910024036662942
1031,2.2477473668487793,0.49991908682408437
1033,0.4815322780710468,2.102554629704528
1035,0.7069367309360424,6.276242768525464
1037,2.5839045759758417,1.8767106550750607
1039,0.5823142244738133,0.7777990544000634
1041,10.04480555656566,12.688161114179348
1043,0.08677079137188407,0.6279095351353519
1045,1.8749680391411012,2.263445063934237
1047,1.797645413597877,2.2882695833256443
1049,1.0692955639197683,0.7022763619715792
1051,0.28463075452271863,5.144635648726478
1053,1.470045300277413,0.9314755055138547
1055,0.38230298914245314,0.3450236500277923
1057,0.931910345433047,1.3635372587917065
1059,4.073843198354541,6.800003711937529
1061,1.8656625547365777,0.6110546576766329
1063,2.425849558107978,1.791309346072873
1065,2.5258201280277417,1.1333451960140861
1067,1.3755296667752208,0.9428953902867049
1069,1.0371869315639688,1.8010255208379538
1071,0.31425947108476926,2.6252972727050947
1073,0.3445751058630225,0.1239454876980601
1075,2.8212073834722013,1.3743157087065268
1077,1.7406924729782076,2.5037233143278574
1079,1.5789281603857748,1.3817545277075172
1081,0.6434880187167356,0.15646859874030752
1083,2.8999951742796384,1.684909241481537
1085,3.926706246595842,1.903250967408472
1087,3.7007912712264517,1.6521684332636881
1089,0.2700793134561546,0.32161007015130905
1091,4.180219686298119,2.966613019679395
1093,1.9827480861005893,2.1594077987567437
1095,0.1318528038381321,1.0232208860544016
1097,1.7086431203768797,1.549390650259321
1099,0.7726321838187784,1.552427802095307
1101,1.0054400523209848,1.2570770419006683
1103,0.19157920324364483,1.678012993405196
1105,7.887097758454677,17.22328752814171
1107,1.012458101201704,1.2732534375734412
1109,0.009685892176305416,0.43146175133071824
1111,1.0556700567867072,5.367052924891522
1113,0.37642340573984195,0.9089753988073022
1115,1.0222121079608804,0.7765449113540449
1117,0.2626473341996255,0.5251580139422612
1119,2.1323090049119595,2.8400283909923036
1121,1.8204373218029115,2.3543786237025666
1123,0.740754901396373,0.8342410729225869
1125,0.1261053777585044,4.2426463008569435
1127,1.2644103464204803,3.5788465712304833
1129,5.970386905207592,3.3117459553371273
1131,0.20925193481962562,3.4601367116020096
1133,46.167941416261634,36.82272271611809
2013,0.1753489959591721,0.6233642000863846
2016,1.927315949560131,1.1894308123100665
2020,0.32176350467386905,0.28769088895445405
2050,0.18199665918919916,2.175789058585193
2060,1.247248558302998,0.6378868192313131
2068,2.005465505418402,1.353400504688161
2070,1.5924389845211089,2.123704626703068
2090,1.2604413972482895,1.2730286884644306
2100,0.08974255147054906,3.0241196051193295
2105,0.09041536481809787,2.2324772049390833
2110,0.935173562347174,1.8085033716013277
2122,1.251865108220516,0.8201034605526085
2130,2.052390421421323,0.9672375262958268
2150,0.8557827849457414,1.2159230807114976
2164,0.14224769526738595,2.939166947082897
2170,0.48945081743775865,0.20810480755155933
2180,0.1794389339818964,1.5517739514200841
2185,0.9274576646711247,0.8622930450336155
2188,4.363354526765383,9.425075519413282
2195,0.14486570814925903,1.2977195020459769
2198,1.8195187592583606,2.4524577709756854
2220,0.3965922490971063,1.8169703986281216
2230,0.07795829684862211,1.2488655380923284
2240,0.5978225689061097,6.757434304272958
2275,1.8703953770400505,8.420660757439185
2282,0.09039793084787638,4.5988942289291925
2290,2.6817726881790405,4.33719465792062
4001,0.181427770912755,0.47381679791566134
4003,1.7008246892701608,1.2863021728137283
4005,0.07846038576668897,1.9404223018010596
4007,0.5813237904518982,0.5272859426455988
4009,1.2683674247062902,1.1485055259492603
4011,7.92185046188435,2.8777903001316627
4012,1.1547426268507386,2.052669687119427
4013,0.16946786004244102,0.8922106371566991
4015,0.09941403990359678,0.49512003921627384
4017,0.12151637695638885,0.21797534592322249
4019,0.5753743583730226,0.4514094988491578
4021,1.296874080182178,1.3982368142094277
4023,0.36324406132171194,0.7911190984914662
4025,0.2549858791265035,0.4275475423981806
4027,1.1084699552070707,0.9800746300829767
5001,2.328634623092262,0.529386001440617
5003,2.0783881542609213,3.3086584809079973
5005,0.5873422381801258,0.6287499922367691
5007,0.3940264587620724,1.908680158002557
5009,0.5737157129820143,1.3271750908796245
5011,2.721538492063144,1.7208932148767069
5013,7.188483751300232,2.906541524256565
5015,1.379130712070162,0.7643982043311509
5017,10.012351063807747,9.432950847342495
5019,0.7798666498667886,7.671900590423947
5021,1.4068477787277667,1.269647632599823
5023,1.4373320711620614,1.5608088841040129
5025,2.2294305465264066,5.804993922966662
