cfips,val_loss
1001,2.1405297908129883
1003,0.24564639044508013
1005,1.6688720336946659
1007,3.421423697322877
1009,2.8893998229920963
1011,0.5646868712508922
1013,2.395053852422734
1015,1.4951251092513906
1017,4.642080073094701
1019,1.1691927930506991
1021,2.2550340111874063
1023,3.746025120147315
1025,7.490820068325747
1027,2.97463572475948
1029,2.1213558461055686
1031,3.18715791892027
1033,0.48671418665117916
1035,8.331912654618778
1037,5.3334013886839
1039,0.586979931136352
1041,5.8341412385405
1043,1.4236951690744557
1045,2.229798156305414
1047,1.6981386464704054
1049,0.6679449948795089
1051,1.3274921573781113
1053,2.001729417852299
1055,5.534374756298747
1057,2.8053031087514344
1059,2.419665109760463
1061,1.5627418579596586
1063,1.2287605644105712
1065,1.0666001830770377
1067,0.4055354562033078
1069,2.237695938526409
1071,0.9838684586329924
1073,0.9219202848065442
1075,2.6036074164505214
1077,1.6186517462998615
1079,1.0656701423333679
1081,1.5234143860242866
1083,0.4874049190036555
1085,3.421859705743884
1087,2.110708449368203
1089,1.206636246690675
1091,5.105398692365465
1093,1.1966377006923183
1095,1.6745791051907681
1097,1.8406442055595025
1099,3.4739066943540626
1101,0.5765134628074781
1103,0.3389640211900663
1105,0.39619331412706305
1107,4.335623414727891
1109,2.0083588720494423
1111,1.2624256836816192
1113,3.1623324081157707
1115,1.9283266349914527
1117,1.5831988510598045
1119,2.2733859792623607
1121,2.5315615376193032
1123,14.375241299896496
1125,1.5942706597679903
1127,1.8827467030244016
1129,1.9405096035700609
1131,0.819435492236691
1133,66.06140476229325
2013,5.146168107925745
2016,6.660237340696618
2020,1.1692238358519351
2050,5.397617199592283
2060,6.49147685652128
2068,2.077985405888049
2070,1.7090743802745278
2090,0.6035511675585765
2100,0.45758086576268175
2105,0.6528433204805764
2110,1.0732625206247146
2122,2.501842564671342
2130,0.6773582259455043
2150,1.6350818122320292
2164,0.967558070976484
2170,1.14247429518551
2180,0.5490820365459216
2185,12.589806966550517
2188,2.1540435087840626
2195,1.8466130671144325
2198,0.3397885508784608
2220,0.9748136270941556
2230,0.32006338624461805
2240,0.1390625246066179
2275,8.847897009178206
2282,0.7945198292641268
2290,1.318381042689994
4001,0.27111474027232685
4003,1.1869928083295564
4005,1.49364518775874
4007,0.6112919079445859
4009,0.8714194370932257
4011,2.7883334627446574
4012,2.222546038287814
4013,0.2091365348375098
4015,2.0956030654708346
4017,0.9413572946992658
4019,1.0038840167441037
4021,1.674677268939653
4023,1.2794442208971528
4025,1.1985628023953283
4027,1.4028472256397302
5001,2.1968166904955884
5003,0.0514706066393171
5005,0.021227133691419785
5007,1.4838356931500822
5009,0.5720727740358821
5011,1.693833727002649
5013,3.8990094117130307
5015,1.892236535580518
5017,5.095355330723164
5019,1.2306338300796915
5021,3.786310797352755
5023,1.7615398726052973
5025,1.058503734779562
5027,0.34029673237375396
5029,1.859058711518018
5031,0.4119186842189133
5033,1.4075736318635526
5035,3.8420040787388023
5037,4.479666719051247
5039,3.9604014483361967
5041,0.5454788300266026
5043,3.8499049627087514
5045,1.620194863755529
5047,2.923808339002316
5049,3.021974013693614
5051,2.178193138576316
5053,1.9013056801425903
5055,1.9962132761372593
5057,3.6312420162447006
5059,3.3803548765022327
5061,2.088438772744697
5063,11.308562807283526
5065,3.8606770265279406
5067,2.8814156318057993
5069,4.218400662655082
5071,0.9704920088778107
5073,3.5924168142536983
5075,0.6975425574451747
5077,7.151555854569025
5079,3.429891276842097
5081,2.0172198485167643
5083,2.6016205242911745
5085,1.603322081628593
5087,2.759378267288656
5089,2.751494734365226
5091,2.0946169996283346
5093,20.35843400757747
5095,10.87262667574787
5097,0.7502171156870873
5099,2.759988496283363
5101,2.3177006908892577
5103,2.3086728321112493
5105,0.3348993897324178
5107,1.3125047371741343
5109,1.379777338237541
5111,1.8206024260831197
5113,2.084302611902851
5115,2.0834789322552627
5117,3.288512879674084
5119,1.6531353828097974
5121,0.6325275737966315
5123,1.9816121085657656
5125,0.2919624371791582
5127,1.4569638501387043
5129,1.155913619153348
5131,1.7268666931969803
5133,0.7146143209263293
5135,0.38435658545081136
5137,3.1613073032696337
5139,2.447707952916439
5141,0.14892152561239144
5143,1.8009054078187365
5145,13.057647947920085
5147,1.0465915720137937
5149,1.4098120999116475
6001,0.80175686762904
6003,0.7342762383456214
