mean_val_loss1, mean_sub_loss1, mean_val_loss2, mean_sub_loss_2
1.6512854151548582, 3.188777088662932, 1.482707437388355, 2.9661052838159665
1.5948285844129186, 3.0561543116201224, 1.4520676803238302, 2.899382631822044
1.6333670162161482, 3.154184906093136, 1.4739783153248693, 2.945490462235627
1.6446019289309852, 3.1711347290288874, 1.4778269781610787, 2.951327554131512
1.6527883618435844, 3.2017539453772805, 1.4872254429012566, 2.9803933377390197
1.6327327655288626, 3.146429206333843, 1.472821562141694, 2.9359718392694774
1.6480609587969686, 3.1931287998426914, 1.4865812257372288, 2.9856389097400426
1.6458716143092031, 3.179554806534872, 1.4868889282316782, 2.9871991945484946
1.5939284171231203, 3.057729215264758, 1.4527796135867148, 2.900893558473846
1.5973312984917036, 3.06539781995637, 1.4540233002769378, 2.902032379026001
1.6339042357171014, 3.159632622312244, 1.47256252353316, 2.942095159234829
1.6357665402992556, 3.1610013908938623, 1.4751601180093896, 2.9464622061181323
1.6306234409492248, 3.1514935128514026, 1.4710055410449063, 2.9348908314505238
1.6027341535444521, 3.0740243438868857, 1.45401108797356, 2.9032389296311245
1.6403985342446081, 3.177490957591379, 1.4820483465787773, 2.955303976227801
1.597190494365054, 3.0596890183834367, 1.4525808982631394, 2.9014046620996155
1.6437337098459779, 3.1754744517053197, 1.4785524926295839, 2.9573288665159327
1.6595584764939209, 3.2010714920949237, 1.4947715116654996, 2.996501360304556
1.6377262830014168, 3.1710571752946777, 1.4839924691735222, 2.965683141477742
1.6033667754311594, 3.073927391214, 1.4551092786227668, 2.905006624846721
1.6229619136614215, 3.1250674948341617, 1.4641194937071136, 2.9236199720676117
1.6253027743725978, 3.1239590958230665, 1.466854677287077, 2.9292372868384975
1.6390407349193952, 3.1563062279787264, 1.4748303404556768, 2.9466609083955655
1.5981641441760956, 3.0654941328362266, 1.4547820041422619, 2.9041850645785683
1.6472752838218838, 3.1866983993866937, 1.486856208508917, 2.9748566970823584
1.5900504725795963, 3.04632935226765, 1.4495313737274471, 2.8983741136890617
1.6319889401346699, 3.1498486205548106, 1.4698965720657289, 2.936857055814029
1.6214158370887124, 3.117784525192099, 1.464651569206149, 2.9238565768381615
1.6458250355698352, 3.192041735450689, 1.4744168732852014, 2.950051723401793
1.6264206213238876, 3.133611385823303, 1.467109632413047, 2.9284863675943504
1.5906716534259995, 3.0465748481359474, 1.4513030373480356, 2.8997143010990114
1.634386662939353, 3.153598784209793, 1.4720014873053935, 2.941144934913216
1.6180638069135616, 3.116817326132214, 1.462834786652025, 2.9204215781148117
1.59767434715029, 3.062645038635671, 1.4516734275490824, 2.8999451849655937
1.6356909525254748, 3.156865869152969, 1.4746590992978257, 2.9382179715593755
1.6136729114595991, 3.1036943740796654, 1.4590108311489685, 2.9111947243412657
1.6386341621704932, 3.1702366805198348, 1.4742131119267559, 2.9500374316129747
1.635689069161847, 3.164585827401736, 1.4709016845737386, 2.936735436895314
1.5949268294662453, 3.0562233002721966, 1.4504841810876787, 2.898645919394666
1.5954696216321336, 3.0555035083348865, 1.4513822236334448, 2.898483247762691
1.6393581188412383, 3.166456701572722, 1.4743870006937387, 2.9491398177961687
1.6192416490069514, 3.114086405603371, 1.4632227412798042, 2.9159138650860843
1.6224314233975416, 3.1230413308403078, 1.4618101564177093, 2.915115743086471
1.6383101308221957, 3.170895746680192, 1.4764824335649385, 2.9550775809130476
1.6634533722486542, 3.2298529042297908, 1.4986901549805531, 3.02721002142547
1.5913607197908526, 3.0455751096382966, 1.4505712505961346, 2.9003477908509283
1.6390208342738075, 3.158969362357908, 1.475414030121424, 2.945034687011987
1.6289794383898137, 3.14004441971021, 1.468880852977591, 2.928127508710167
1.5948684636264427, 3.0537394762043966, 1.452030044560966, 2.8998807032182836
1.6028699364841448, 3.074834796677477, 1.4535707785802183, 2.902438510542913
1.5820755774295039, 3.0254041930793085, 1.4475902713905844, 2.898949526242311
1.580463959457311, 3.0218872042341873, 1.4472168710229287, 2.8989036862071016
1.5952299296651555, 3.0544553325223043, 1.4522767936790646, 2.899943895380603
1.615808836655425, 3.107990506495339, 1.4611528892002854, 2.915558971142891
1.5954014107128558, 3.0586921116401764, 1.4510356944869252, 2.8997310906869354
1.6203880778646427, 3.11944551768594, 1.4652970639994534, 2.921843499243493
1.6191264451343097, 3.116103744978535, 1.4647880188383535, 2.921150126925465
1.6329044107293835, 3.1492184136493417, 1.467940605524225, 2.9299327045315833
1.6115951132914592, 3.0943312869478046, 1.4594385174091704, 2.9114168403922327
1.5923647548738318, 3.050230443327516, 1.450698639402951, 2.8988529876622877
1.6150317878858444, 3.1066527728988693, 1.458946651081297, 2.911917570015616
1.603578108356041, 3.0743212566791223, 1.4549823717964836, 2.9047767057888834
1.6112389268448732, 3.0948936962963653, 1.4604401762776569, 2.91312863452019
1.62216952060009, 3.1211789084095867, 1.4625608135646462, 2.918643122674498
1.5820521442572346, 3.02682109653309, 1.447435612563251, 2.899058330708943
1.600376318492038, 3.0713922997400065, 1.4554626710235476, 2.901409066643097
1.6095161127113053, 3.091033997905394, 1.4571815441339644, 2.9081248382723506
1.610407113087118, 3.0950625141013535, 1.456917363635355, 2.9083099037285005
