cfips,val_loss,sub_loss
1001,2.1622897781178394,1.3079168985943905
1003,0.4547252159019592,2.209895422536996
1005,1.4121815483034457,0.7987819755947712
1007,3.457245833175584,1.0030768212135788
1009,2.9297242540319655,2.4598066545330464
1011,0.6486322291172606,1.5019297334293968
1013,2.353034805365435,6.647058772407662
1015,1.6242278892894126,1.2788326138298927
1017,4.721123714588969,2.355659116496242
1019,1.5813196610665876,0.9918490712011758
1021,2.105662910656221,0.9642737723154202
1023,3.676209496514687,2.576451278084696
1025,7.293261787526108,7.887973132644768
1027,2.7587856509861615,6.2773297815872855
1029,2.018227556503724,0.8678668995162057
1031,3.122651089974189,1.8148588027395613
1033,0.28087027845132334,0.9434414575218927
1035,8.276326828470113,5.607973428546563
1037,5.459547709705105,7.91129170491718
1039,0.8987356176671559,0.2577959793998601
1041,5.669833711297416,6.2822101254050295
1043,1.3175465024322206,0.6026513567081574
1045,2.295874371444054,0.5862991565055041
1047,1.6272391135635433,1.0930427307704016
1049,0.6757538655569636,2.3282596255086445
1051,0.9984398570396888,3.527162915892866
1053,2.0969882822550545,1.2931709407878569
1055,5.51509941094037,4.4189343387615265
1057,2.444609330903495,1.5771336466197006
1059,2.3885137638068077,4.5215770533427655
1061,1.514912986171299,0.39469874777926983
1063,1.5350197620542354,1.392570147971913
1065,0.7983678440086178,1.5057302780986166
1067,0.3601673868201576,0.8583813493207372
1069,2.1168651689889764,0.6677636920464586
1071,1.029312777752579,0.9350335778103203
1073,1.031037919924211,0.14003632608023603
1075,2.589633317118033,0.6888365847259136
1077,1.6773599564806168,4.251036584155031
1079,0.972227278153686,0.827063974283627
1081,1.509850478541954,0.5700334797368641
1083,0.4098738703512905,2.572905395775748
1085,3.433267169113965,1.5944880574872076
1087,2.2535546347887547,0.9129309403462853
1089,1.2227084524516092,0.44722462085893455
1091,5.112808946806299,0.6929433522150547
1093,1.1440644776543123,1.3592256998053605
1095,1.6909350115485482,1.64698460685723
1097,1.7968314779235668,2.8872469354745434
1099,3.8686845267354775,2.6129253257108567
1101,0.5192059866878775,1.018892371532713
1103,0.475375875609782,0.5920784801878324
1105,0.35790048261109453,13.129246526060728
1107,4.391401622756672,2.5740835323176596
1109,1.8721201615262113,1.095450589328363
1111,1.691842570048278,4.4327734792034486
1113,2.9137935129206745,2.4984533318426423
1115,1.9288981270128525,0.34456007859704046
1117,1.6709643368670246,1.4836746591108185
1119,2.3370750107344787,0.6420385841126566
1121,2.530740261898984,0.3650189242076836
1123,14.25708179008232,14.176856956894289
1125,1.5545486287350836,2.6584629907210853
1127,1.7641949915341522,2.087839505998446
1129,2.1544435014297614,7.566669970988353
1131,0.64047755280218,1.041786243530547
1133,65.85755283843537,98.3579431996569
2013,4.7434760407917675,6.116054335836235
2016,6.545479751648527,5.226061634631015
2020,1.3365458722775274,0.4947089865072604
2050,5.737695507983923,5.530640259397973
2060,6.953455902289557,5.499451186432792
2068,2.249489897785219,0.08969151484933417
2070,1.269274309402033,2.8956923861535024
2090,0.7648158930789388,0.9181037137748894
2100,0.14705166393891128,1.7651174870760435
2105,0.7469353894851132,0.5944372529414591
2110,0.974681607210239,2.9221616524124463
2122,2.24166220393178,0.41043996567571067
2130,0.7863824990658029,0.872156991401203
2150,1.7612524599101127,0.9505622443181923
2164,1.0257185657908365,4.703252903270557
2170,1.2128685968926067,0.38572518270600314
2180,0.5839740652147094,1.0754294783559943
2185,11.85987449638786,11.275868326275374
2188,3.360796446200337,1.2214274203988655
2195,1.5883661411086756,2.4017069441773273
2198,0.2957896136791864,1.7543994550908828
2220,1.0281383533096422,0.7368468254917893
2230,0.2300821683969385,1.7281365372983506
2240,0.39675115678814477,3.368451293088774
2275,8.914577697575243,13.71519350850429
2282,0.3849648117099947,2.7638412098433016
2290,1.4055167729353464,4.399315793655636
4001,0.2903887690447785,0.32710852292411924
4003,1.2091907763136274,0.8690959282101361
4005,1.6080182704880635,1.5802596187001616
4007,0.6299663090122712,0.10817738243929534
4009,0.9010446879021271,1.1244016866479738
4011,2.723626928515444,3.303542583504893
4012,1.9094676149998828,1.2842864764544548
4013,0.30319008682125087,0.3201493408274876
4015,2.094967277115784,2.0799153334307263
4017,1.0146217024266504,0.5501246974942857
4019,1.0912643940313949,0.18153361725821876
4021,1.7378114708346128,0.5258712823974987
4023,1.3399494872826583,0.5591739669524574
4025,1.266904234127581,0.6047308396254596
