mean_val_loss1, mean_sub_loss1, mean_val_loss2, mean_sub_loss_2
1.5080958054381988, 3.1573603963616055, 1.4587801602315338, 3.178740514441041
1.5087086642607088, 3.1559287939956717, 1.4586057324256447, 3.1806571902735046
1.5008920559691101, 3.131878372134471, 1.4687835906826514, 3.2031254051673037
1.5136892957285213, 3.1607199934738235, 1.4644038632003396, 3.177982456423199
1.4795904833636977, 3.0840878101160847, 1.4780068904451316, 3.281494629696132
1.497666918223292, 3.1312776368883624, 1.4612724853194135, 3.201516835342492
1.5177442022924204, 3.1746066677202434, 1.4633881086612157, 3.1752034164682588
1.5060109609866903, 3.1542887708522547, 1.4585372602005526, 3.188893742065176
1.5154974206259115, 3.160780287002435, 1.4673789067350436, 3.1878434955653225
1.4879230329521875, 3.0930769144447012, 1.4790210122956455, 3.2694367247764196
1.4972717625587775, 3.125046094197238, 1.4682910797244955, 3.233450316867219
1.496858597248581, 3.1306507380672572, 1.4658816529830696, 3.2230984077164417
1.4906663619628493, 3.1082732480368507, 1.4700017441731612, 3.2405368044713065
1.5040900660410483, 3.1449969081673195, 1.463274598402269, 3.192602441699681
1.502296288332198, 3.1423889529405935, 1.4629452231676383, 3.1967628870305558
1.5019042922980421, 3.137722120009875, 1.465217688643629, 3.20755547015843
1.491539233885751, 3.117385599603434, 1.4654093208770067, 3.2213010706199823
1.5027367369000342, 3.1408905319844793, 1.461872641548659, 3.2006342380154473
1.5043057773042672, 3.1487963138897475, 1.462146116113843, 3.2053723366463505
1.4907464409790054, 3.1085761921650477, 1.4693898114850987, 3.237321832458539
1.5103003579177179, 3.158112132001246, 1.4604308193171436, 3.179578918075366
1.5073488418068797, 3.1546148967206085, 1.4602342066685332, 3.180988323177654
1.5151041109101422, 3.1673207227662745, 1.461019545242462, 3.171444265918744
1.5059964798989434, 3.154335532942198, 1.462458230908598, 3.1849384252062487
1.500266142652516, 3.1392533570509964, 1.4640127858162895, 3.2025831156600404
1.4985017057738992, 3.1374888724384093, 1.4644716490794711, 3.209421795578074
1.5076558773782551, 3.155440784885126, 1.4634022842907413, 3.186968072163489
1.517733763418983, 3.1745063535716787, 1.463040766467963, 3.172342303501497
1.4928045685031255, 3.11601076301436, 1.4654485941486297, 3.2226160356548506
1.5077674019229323, 3.1560391508905576, 1.4617847247491802, 3.180268917700116
1.506606673565233, 3.154836222944891, 1.460293173384313, 3.187830502709096
1.5083373520064751, 3.156726816389173, 1.4614788743095672, 3.180411251039699
1.5122688160838926, 3.16312841576058, 1.4650269298507206, 3.1786906852248595
1.5081577040121952, 3.1545400131506014, 1.4628072225500945, 3.1859907988492364
1.5259726610988655, 3.1811953676972897, 1.4647826893626923, 3.1741822858109625
1.5077395536837037, 3.151030272652388, 1.463369730150266, 3.1857188438947093
1.5001614497058702, 3.139569434675347, 1.4621121828000967, 3.1983901456690536
1.5132569935141316, 3.1672586950941244, 1.4610711648679602, 3.1756352068467195
1.512886896270112, 3.1644611499335333, 1.4611521196245012, 3.1765600172411994
1.4963653903755563, 3.1315442481072915, 1.463229056616716, 3.204699627156201
1.4747468010344278, 3.07301958403605, 1.4826837979508791, 3.3014229497461147
1.4968807678281355, 3.127157813720335, 1.465401913590807, 3.217230967911011
1.5011460794852178, 3.1424604472798943, 1.461335009615826, 3.2005567420286547
1.5030802871138078, 3.141630210911935, 1.4629216128475606, 3.1911480699728094
1.5047306237139497, 3.145944637432338, 1.4644589069463547, 3.1941002789882327
1.477035314179069, 3.069993758328959, 1.4826224034340605, 3.2938794011389536
1.5126490194527802, 3.1602538582070556, 1.4713444893881147, 3.1921062989298234
1.504769796596083, 3.147936805676326, 1.4647198766805491, 3.185902592200574
1.5082180528642697, 3.154095122942358, 1.4649644807765614, 3.186811854448868
1.4930050067881433, 3.116419314239612, 1.4740955504572189, 3.248425190663974
