mean_val_loss1, mean_sub_loss1, mean_val_loss2, mean_sub_loss_2
1.6609075431109626, 3.534402464534295, 1.5181471029516298, 3.353043192968168
1.626447584293091, 3.4223368335197253, 1.4604195405923852, 3.1747461012049873
1.6842319972650788, 3.586124944711291, 1.5117057535948655, 3.3558202185607677
1.6831202389463276, 3.5894583836127616, 1.5172831710969044, 3.3618296430994388
1.6699951828691153, 3.53574813969622, 1.4996871523271365, 3.2834018766090693
1.700865831598545, 3.651955803948399, 1.5491954213847372, 3.4624483709128047
1.6687695440371155, 3.537790070966733, 1.499338663333397, 3.2965739436184816
1.6566728223514515, 3.493279638389434, 1.4874015315139004, 3.2503315926450784
1.66584892719103, 3.516886149804327, 1.4940421876597332, 3.261574137799458
1.679654572907288, 3.535544659004252, 1.5098166827669561, 3.335515272463845
1.6047041995156088, 3.36323917720364, 1.4545303037216704, 3.1578326559460383
1.5917382215515856, 3.328757467720539, 1.4520764875137622, 3.161720938106055
1.5805336409582844, 3.301991489608853, 1.4477846904626188, 3.1569735494867532
1.6292875500509139, 3.4374042276118857, 1.4583921837162166, 3.1650678893845012
1.6379233657512549, 3.465147600672864, 1.4549972472585815, 3.1596918771497284
1.6188720395417595, 3.4049971565093, 1.4594648645305655, 3.1674308810077236
1.5858850331321985, 3.314818665001711, 1.4475482845651595, 3.1569436337514625
1.6569640162463042, 3.503762044807048, 1.4763118006192442, 3.2158987449602785
1.6771867344909077, 3.5648213346117745, 1.5152903169100085, 3.339066638338902
1.6656829269525233, 3.532710448742689, 1.4901101540274908, 3.2642120172245312
1.6474921330120127, 3.492569464564222, 1.459939703637097, 3.177811625678198
1.5869409454537247, 3.317105673425799, 1.4474480086097998, 3.157510588405222
1.5851785683049566, 3.3135975620968052, 1.4472115468545692, 3.157469723009432
1.6324871178215647, 3.4435840195163245, 1.4614672376528244, 3.1772707660378505
1.6447528745665503, 3.480919918110857, 1.4778868211230125, 3.216182963134573
1.5905096265471075, 3.3279772987480056, 1.448068311014317, 3.156375200251068
1.6313571651116596, 3.4390594350209134, 1.4514578770627558, 3.152080742016474
1.6416600523985376, 3.4598074390754188, 1.4744225057473275, 3.203858091464391
1.659502465864963, 3.5198924668941354, 1.477733902231801, 3.229795070039951
1.6506764929455728, 3.494846287363674, 1.4883564907862863, 3.2426683278909447
1.6191925787356087, 3.406601858169962, 1.4596541273419679, 3.1681764966242127
1.5865430431037373, 3.3159588090046777, 1.4475154061228104, 3.1575698848638365
1.6258401347753273, 3.4261601611655728, 1.4541134503265243, 3.1557548724180493
1.6002970759213193, 3.3560082088769203, 1.4499376432192648, 3.1566242461475094
1.6326071988143211, 3.4379294120922346, 1.465687539708027, 3.181196040330886
1.584514433808661, 3.3113335304716744, 1.4472826735717959, 3.157772451519913
1.6387186673471918, 3.4650543636707627, 1.4587035703861728, 3.1714981795240162
1.6332167245261875, 3.4400317554116233, 1.4668256873869217, 3.181363630540983
1.6238610266876583, 3.41629340346308, 1.4626908899379085, 3.1745296172813897
1.6803867227830065, 3.585075001326297, 1.5178665046668265, 3.3532472923584313
1.6572597838255276, 3.522309423991546, 1.5012449861495443, 3.292506020032087
1.5833922161713414, 3.3096598682122695, 1.4472122934762415, 3.15771770863486
1.581975362881407, 3.305743702854857, 1.446999464348622, 3.157742062272253
1.616460195103294, 3.4015724834316545, 1.4522840267547013, 3.1559193685628024
1.6331177150647098, 3.44332383764478, 1.464236294083584, 3.1770427654836486
1.6231663881570886, 3.4194921665200053, 1.463113780276917, 3.1788686316005275
1.6308117436531526, 3.4414433591113913, 1.459708539497534, 3.161558374984793
1.6131991987048289, 3.3897720939122493, 1.4536282688412372, 3.1585073916035276
1.5858999884444578, 3.314372810810225, 1.4474564760340551, 3.157655837502987
1.641804749713556, 3.463813006241334, 1.4645577049683314, 3.181279037617608
