cfips,val_loss,sub_loss
1001, 2.705510830510094, 2.8639212789707176
1003, 0.772409779115852, 1.3038667899353096
1005, 2.096442325540967, 1.673115844538304
1007, 3.8876798562291315, 1.742318138203153
1009, 3.2500005547874826, 3.698717160654095
1011, 1.3422798453367328, 3.9677749424275017
1013, 2.917343458728762, 8.189428486197441
1015, 2.108678839888, 2.7082233263521145
1017, 5.256567909330386, 2.5461129141137824
1019, 2.105263344327977, 0.8456672153661986
1021, 2.6666678608711143, 1.1123424394883425
1023, 4.229608294177723, 4.22130547464867
1025, 7.9999962198231245, 10.263337805702182
1027, 2.2727277495480336, 4.79991087723685
1029, 2.580641449265356, 2.5792718898604923
1031, 3.6025517027775824, 3.251531467653618
1033, 0.9775148891202918, 2.383991115136126
1035, 8.450703202063103, 6.91303581903471
1037, 5.79709747154804, 9.023977172431955
1039, 1.2371135501481616, 0.894117593266359
1041, 6.451619051092458, 3.969287264372007
1043, 1.8691557027798318, 2.1963202365486545
1045, 2.509227143436994, 0.49677287815871535
1047, 2.0954652236391293, 0.31299387701591713
1049, 0.16273307813864873, 0.8174208899254926
1051, 1.494627608422419, 2.717146158844896
1053, 2.5974060352263932, 2.772120011244815
1055, 5.989705875584904, 5.959254159206928
1057, 2.985069728336053, 3.2255663444473908
1059, 2.904562101490158, 2.8550063335808926
1061, 2.033905922822017, 1.3570974365779829
1063, 2.222219751790208, 2.570169839267544
1065, 1.5384621418875757, 1.7842271114569104
1067, 0.9077217931846852, 1.6064440193186722
1069, 2.6628291506302255, 1.639127481123054
1071, 1.3698642800713277, 1.3214413988143343
1073, 1.557220910803523, 1.6165564517840432
1075, 2.02020371921437, 0.9950262352426837
1077, 1.1612918120291484, 2.710833905338959
1079, 1.4347174220123797, 0.5752621138267681
1081, 2.0130925250563125, 2.0637429022454468
1083, 0.8948507894489447, 1.1322443232197472
1085, 3.7735934243148685, 1.5649469736693058
1087, 2.807017750357656, 1.178727707763575
1089, 1.80972959519464, 1.9864344443715587
1091, 5.513786232920611, 2.038242266859954
1093, 1.5503863675980931, 0.17360853476492086
1095, 2.0418606502017838, 2.678932900327015
1097, 2.3125497268229154, 4.423532791770854
1099, 4.597700497621912, 4.78325620530785
1101, 1.0114412837011626, 0.41819794233014357
1103, 0.8494897326192439, 1.7248504746982238
1105, 0.0, 11.819003842412913
1107, 4.9180311208627066, 4.11522710097713
1109, 2.4738307490788, 2.7865311035832936
1111, 2.298848444153857, 6.157685024822928
1113, 3.629592335535478, 4.475367451155724
1115, 2.4545860476810364, 1.8380145572931614
1117, 2.008607429173322, 2.447710011924793
1119, 2.8985581298047873, 0.9724582134417019
1121, 2.845345694035465, 1.0184501405084592
1123, 14.811607860495954, 15.821869476565436
1125, 2.070845134900948, 4.027428560583513
1127, 2.307226305147651, 1.2312712168003703
1129, 1.5873028020597404, 5.677004424538193
1131, 0.0, 2.2099427880711953
1133, 66.47565168773177, 99.8043883732938
2013, 3.7735825564115206, 3.773582556411521
2016, 7.14285175778056, 7.132606706587666
2020, 1.641536191215076, 1.590737420879941
2050, 6.185563437209036, 6.848176256444181
2060, 7.09219714259846, 5.714286200816328
2068, 2.564107815335234, 1.18262985293882
2070, 1.8018059863972844, 4.150869507325714
2090, 1.0843811295515198, 0.17009027745496466
2100, 0.0, 1.0810822187446156
2105, 1.08107678148729, 0.72071785432486
2110, 0.588247079018586, 1.7092476381599453
2122, 2.6115807257487367, 1.3857945236637956
2130, 1.1137685523633098, 0.7988623558044151
2150, 2.150539408848745, 1.7923549660453852
2164, 0.0, 1.8779347272366491
2170, 1.6896411368332542, 1.681982667110985
2180, 0.9302281958334996, 0.9331417531613959
2185, 11.51832430510129, 10.053250651284607
2188, 0.0, 7.610992788751462
2195, 1.169589750610466, 1.169589750610466
2198, 0.5730709228725139, 0.96283397627833
2220, 0.7290337686909041, 0.6437420973716459
2230, 0.0, 0.9132434102708651
2240, 0.9132458812035634, 2.832270132614938
2275, 9.326416578539021, 14.7324847194406
2282, 0.0, 3.2520350067817376
2290, 1.886790409220387, 5.851457817760655
4001, 0.6649734620287104, 0.7688204566499149
4003, 1.6977012587002145, 0.3307543128972444
4005, 1.9342885714123372, 2.598828115808045
4007, 0.9906388229708619, 0.9535605797402971
4009, 1.2715759801293314, 0.24386467287007108
4011, 3.2432468616508365, 1.866451075149902
4012, 2.673154355229402, 1.2234114598734736
4013, 0.5719116066594998, 1.1279519916878886
4015, 2.5006157918324883, 3.1898267430157956
4017, 1.4307118015761204, 1.6616344069201388
4019, 1.4348897784027685, 1.2465168432979898
4021, 2.1543866370011338, 0.7466932092550388
4023, 1.6594714527622436, 1.4175067692667387
4025, 1.569233319055743, 1.514294376168447
4027, 1.701649479690736, 0.8730993071249068
